# BEARINGS

## FROM EA1/AT-186 - Los Gayos de la Cuerva (844 msnm) [4 pts] grid: IN63uk
SUMMIT REF	FORWARD	BACK	FREQUENCY	DISTANCE & ACTIVATOR(S)
EA6/MA-077	163.43	-15.97	145.225,144.225 MHz	272.09 km  EA6EE EA6APL EA6LU
EA7/GR-002	-138.67	37.76	145.250,144.250 MHz	751.56 km  EA7KUG EA7KNC EA7GV
EA7/JA-010	-133.32	42.83	145.350,144.350 MHz	726.38 km  EA7OM EA7JV
EA7/MA-013	-133.32	42.37	145.475 MHz	827.13 km  EC7ZT

## FROM EA3/LL-041 - Pedró dels Quatre Batlles (2386 msnm) [8 pts] grid: JN02se
SUMMIT REF	FORWARD	BACK	FREQUENCY	DISTANCE & ACTIVATOR(S)
EA1/AT-186	-75.32	99.34	144.575 MHz	656.38 km  EA1FNT
EA1/BU-002	-87.36	89.44	145.475 MHz	392.89 km  EB2FDT
EA1/BU-004	-90.91	86.02	145.425 MHz	378.76 km  EB1ESK
EA1/BU-007	-88.36	88.39	145.325 MHz	399.22 km  EA1FWZ
EA1/BU-096	-77.78	99.43	144.620 MHz	345.22 km  EA2CON
EA1/CT-036	-76.42	99.36	144.560 MHz	520.39 km  EA2FHK
EA1/LR-004	-88.04	88.94	Cumbre en duda MHz	371.94 km  EA4IS
EA1/OU-001	-86.67	87.74	145.225,144.225 MHz	686.52 km  EA1FTW
EA1/PO-022	-84.34	88.77	145.350 MHz	841.93 km  EA1FMJ
EA1/SG-001	-106.14	70.23	145.300 MHz	480.51 km  EA4DON EA4DOS
EA1/SG-003	-104.85	71.59	144.540 MHz	467.1 km  EA4IPO
EA1/SG-005	-106.72	69.6	145.275,144.275 MHz	489.17 km  EA9ADD
EA1/SG-010	-106.21	70.03	145.325,144 MHz	497.85 km  EA4HCF EA4HOH EA1FMQ
EA1/SG-017	-107.38	68.86	144.660 MHz	502.9 km  EA4HFO EA4GVU
EA1/SO-003	-97.77	79.97	145.500 MHz	283.54 km  EA2ETB
EA1/SO-026	-108.2	69.13	144.640 MHz	354.06 km  EA7RX
EA1/ZA-002	-87.21	87.39	145.250,144.250 MHz	662.83 km  EA1AER EA1FLU EA1FWI
EA2/BI-009	-69.64	107.57	144.700 MHz	356.22 km  EA2DCA
EA2/HU-093	-72.47	106.8	144.760 MHz	94.13 km  EA4BQG
EA2/NV-003	-65.89	112.4	145.400 MHz	225.75 km  EA2EUS
EA2/NV-032	-72.23	105.41	144.680 MHz	298.57 km  EA2BD
EA2/NV-035	-65.01	113.0	144.720 MHz	263.92 km  EA2FDI
EA2/NV-148	-78.46	99.22	144.575 MHz	287.89 km  EA2CCG
EA2/VI-016	-72.24	104.97	144.580 MHz	351.49 km  EA2DXY
EA2/ZG-001	-97.88	79.87	145.450 MHz	281.95 km  EA2FED EA2FEG
EA3/BC-006	100.94	-78.88	145.350,144.350 MHz	21.71 km  EA3GRW
EA3/GI-014	79.15	-100.39	144.780 MHz	57.87 km  EA3O
EA3/LL-041	180.0	0.0	144.775 MHz	0.0 km  EA3JHJ
EA3/LL-050	-104.21	75.28	144.700 MHz	64.43 km  EA3HIG
EA3/LL-051	-110.38	69.23	145.250 MHz	51.46 km  EA3IXK
EA3/TA-012	-146.96	32.26	144.680 MHz	182.23 km  EA3HQR EA3IQK
EA4/GU-002	-103.72	72.96	145.550,144.550 MHz	431.37 km  EA4HGT
EA4/GU-014	-103.09	73.64	145.400 MHz	423.08 km  EA4HIH
EA4/GU-050	-105.0	71.95	144.740 MHz	397.84 km  EA4AWF
EA4/GU-062	-111.58	65.88	144.720 MHz	345.33 km  EA4WT
EA4/MD-002	-106.85	69.54	145.525,144.525 MHz	480.62 km  EA4NB
EA4/MD-025	-107.26	69.42	145.225 MHz	441.1 km  EA4IIJ EA4GGU
EA4/MD-052	-107.72	68.61	144.520 MHz	491.1 km  EA4HNZ
EA4/MD-054	-106.64	69.91	144.560 MHz	457.26 km  EA4GUO
EA5/AT-010	-155.96	22.71	144.640 MHz	441.5 km  EA5ITW
EA5/AT-017	-160.6	18.37	144.620 MHz	413.23 km  EA5JTS
EA5/AT-020	-159.15	19.76	144.660 MHz	408.26 km  EA5JYX
EA5/MU-021	-149.92	28.18	144.780 MHz	514.62 km  EA5PY
EA6/MA-077	151.3	-27.65	145.225,144.225 MHz	284.2 km  EA6EE EA6APL EA6LU
EA7/GR-002	-142.03	34.85	145.250,144.250 MHz	707.04 km  EA7KUG EA7KNC EA7GV
EA7/JA-010	-136.43	40.17	145.350,144.350 MHz	678.53 km  EA7OM EA7JV
EA7/MA-013	-136.08	40.05	145.475 MHz	779.19 km  EC7ZT

## FROM EA3/LL-050 - Castell de Sant Alis (1675 msnm) [4 pts] grid: JN02ja
SUMMIT REF	FORWARD	BACK	FREQUENCY	DISTANCE & ACTIVATOR(S)
EA1/AT-186	-72.86	102.32	144.575 MHz	600.78 km  EA1FNT
EA1/BU-002	-84.65	92.67	145.475 MHz	331.76 km  EB2FDT
EA1/BU-004	-88.74	88.7	145.425 MHz	316.41 km  EB1ESK
EA1/BU-007	-85.88	91.38	145.325 MHz	337.7 km  EA1FWZ
EA1/BU-096	-72.6	105.13	144.620 MHz	288.95 km  EA2CON
EA1/CT-036	-73.23	103.07	144.560 MHz	464.37 km  EA2FHK
EA1/LR-004	-85.23	92.25	Cumbre en duda MHz	310.58 km  EA4IS
EA1/OU-001	-85.4	89.52	145.225,144.225 MHz	625.39 km  EA1FTW
EA1/PO-022	-83.25	90.38	145.350 MHz	781.64 km  EA1FMJ
EA1/SG-001	-106.94	69.93	145.300 MHz	416.12 km  EA4DON EA4DOS
EA1/SG-003	-105.46	71.48	144.540 MHz	402.68 km  EA4IPO
EA1/SG-005	-107.6	69.22	145.275,144.275 MHz	424.81 km  EA9ADD
EA1/SG-010	-107.02	69.73	145.325,144 MHz	433.47 km  EA4HCF EA4HOH EA1FMQ
EA1/SG-017	-108.35	68.39	144.660 MHz	438.59 km  EA4HFO EA4GVU
EA1/SO-003	-96.39	81.85	145.500 MHz	219.63 km  EA2ETB
EA1/SO-026	-109.59	68.25	144.640 MHz	289.83 km  EA7RX
EA1/ZA-002	-85.93	89.19	145.250,144.250 MHz	601.52 km  EA1AER EA1FLU EA1FWI
EA2/BI-009	-63.27	114.45	144.700 MHz	305.36 km  EA2DCA
EA2/HU-093	-32.23	147.54	144.760 MHz	51.93 km  EA4BQG
EA2/NV-003	-53.55	125.25	145.400 MHz	179.71 km  EA2EUS
EA2/NV-032	-64.78	113.38	144.680 MHz	246.29 km  EA2BD
EA2/NV-035	-54.74	123.78	144.720 MHz	217.84 km  EA2FDI
EA2/NV-148	-72.02	106.17	144.575 MHz	231.56 km  EA2CCG
EA2/VI-016	-66.2	111.53	144.580 MHz	298.79 km  EA2DXY
EA2/ZG-001	-96.52	81.73	145.450 MHz	218.03 km  EA2FED EA2FEG
EA3/BC-006	81.55	-97.78	145.350,144.350 MHz	84.58 km  EA3GRW
EA3/GI-014	76.87	-102.16	144.780 MHz	122.24 km  EA3O
EA3/LL-041	75.28	-104.21	144.775 MHz	64.43 km  EA3JHJ
EA3/LL-050	180.0	0.0	144.700 MHz	0.0 km  EA3HIG
EA3/LL-051	97.9	-81.99	145.250 MHz	14.37 km  EA3IXK
EA3/TA-012	-165.43	14.29	144.680 MHz	141.83 km  EA3HQR EA3IQK
EA4/GU-002	-104.14	73.04	145.550,144.550 MHz	366.95 km  EA4HGT
EA4/GU-014	-103.39	73.84	145.400 MHz	358.67 km  EA4HIH
EA4/GU-050	-105.66	71.8	144.740 MHz	333.42 km  EA4AWF
EA4/GU-062	-113.77	64.2	144.720 MHz	281.56 km  EA4WT
EA4/MD-002	-107.76	69.13	145.525,144.525 MHz	416.27 km  EA4NB
EA4/MD-025	-108.28	68.9	145.225 MHz	376.78 km  EA4IIJ EA4GGU
EA4/MD-052	-108.76	68.08	144.520 MHz	426.81 km  EA4HNZ
EA4/MD-054	-107.55	69.51	144.560 MHz	392.9 km  EA4GUO
EA5/AT-010	-163.63	15.52	144.640 MHz	404.78 km  EA5ITW
EA5/AT-017	-169.19	10.28	144.620 MHz	381.36 km  EA5JTS
EA5/AT-020	-167.73	11.67	144.660 MHz	374.97 km  EA5JYX
EA5/MU-021	-156.02	22.57	144.780 MHz	471.88 km  EA5PY
EA6/MA-077	139.07	-39.39	145.225,144.225 MHz	306.72 km  EA6EE EA6APL EA6LU
EA7/GR-002	-145.97	31.4	145.250,144.250 MHz	657.33 km  EA7KUG EA7KNC EA7GV
EA7/JA-010	-140.07	37.02	145.350,144.350 MHz	624.96 km  EA7OM EA7JV
EA7/MA-013	-139.26	37.35	145.475 MHz	725.27 km  EC7ZT

## FROM EA3/LL-051 - Tossal de Mirapallars (1678 msnm) [4 pts] grid: JN02la
SUMMIT REF	FORWARD	BACK	FREQUENCY	DISTANCE & ACTIVATOR(S)
EA1/AT-186	-72.96	102.1	144.575 MHz	614.96 km  EA1FNT
EA1/BU-002	-84.42	92.77	145.475 MHz	346.11 km  EB2FDT
EA1/BU-004	-88.34	88.99	145.425 MHz	330.68 km  EB1ESK
EA1/BU-007	-85.61	91.54	145.325 MHz	352.03 km  EA1FWZ
EA1/BU-096	-72.93	104.68	144.620 MHz	303.13 km  EA2CON
EA1/CT-036	-73.38	102.81	144.560 MHz	478.57 km  EA2FHK
EA1/LR-004	-84.98	92.39	Cumbre en duda MHz	324.92 km  EA4IS
EA1/OU-001	-85.21	89.59	145.225,144.225 MHz	639.73 km  EA1FTW
EA1/PO-022	-83.12	90.4	145.350 MHz	796.0 km  EA1FMJ
EA1/SG-001	-106.02	70.74	145.300 MHz	429.2 km  EA4DON EA4DOS
EA1/SG-003	-104.56	72.27	144.540 MHz	415.91 km  EA4IPO
EA1/SG-005	-106.68	70.03	145.275,144.275 MHz	437.82 km  EA9ADD
EA1/SG-010	-106.13	70.51	145.325,144 MHz	446.54 km  EA4HCF EA4HOH EA1FMQ
EA1/SG-017	-107.43	69.2	144.660 MHz	451.51 km  EA4HFO EA4GVU
EA1/SO-003	-95.41	82.72	145.500 MHz	233.58 km  EA2ETB
EA1/SO-026	-108.22	69.5	144.640 MHz	302.64 km  EA7RX
EA1/ZA-002	-85.72	89.28	145.250,144.250 MHz	615.85 km  EA1AER EA1FLU EA1FWI
EA2/BI-009	-63.99	113.62	144.700 MHz	318.99 km  EA2DCA
EA2/HU-093	-42.29	137.37	144.760 MHz	62.17 km  EA4BQG
EA2/NV-003	-55.48	123.2	145.400 MHz	192.45 km  EA2EUS
EA2/NV-032	-65.61	112.43	144.680 MHz	260.04 km  EA2BD
EA2/NV-035	-56.27	122.14	144.720 MHz	230.69 km  EA2FDI
EA2/NV-148	-72.49	105.58	144.575 MHz	245.72 km  EA2CCG
EA2/VI-016	-66.81	110.81	144.580 MHz	312.63 km  EA2DXY
EA2/ZG-001	-95.53	82.62	145.450 MHz	231.97 km  EA2FED EA2FEG
EA3/BC-006	78.39	-101.05	145.350,144.350 MHz	70.92 km  EA3GRW
EA3/GI-014	74.28	-104.87	144.780 MHz	108.95 km  EA3O
EA3/LL-041	69.23	-110.38	144.775 MHz	51.46 km  EA3JHJ
EA3/LL-050	-81.99	97.9	144.700 MHz	14.37 km  EA3HIG
EA3/LL-051	180.0	0.0	145.250 MHz	0.0 km  EA3IXK
EA3/TA-012	-159.63	19.97	144.680 MHz	144.2 km  EA3HQR EA3IQK
EA4/GU-002	-103.21	73.86	145.550,144.550 MHz	380.3 km  EA4HGT
EA4/GU-014	-102.48	74.64	145.400 MHz	372.09 km  EA4HIH
EA4/GU-050	-104.6	72.75	144.740 MHz	346.64 km  EA4AWF
EA4/GU-062	-112.19	65.67	144.720 MHz	293.88 km  EA4WT
EA4/MD-002	-106.81	69.96	145.525,144.525 MHz	429.26 km  EA4NB
EA4/MD-025	-107.24	69.84	145.225 MHz	389.72 km  EA4IIJ EA4GGU
EA4/MD-052	-107.8	68.92	144.520 MHz	439.7 km  EA4HNZ
EA4/MD-054	-106.56	70.38	144.560 MHz	405.92 km  EA4GUO
EA5/AT-010	-161.52	17.52	144.640 MHz	407.14 km  EA5ITW
EA5/AT-017	-166.92	12.43	144.620 MHz	382.36 km  EA5JTS
EA5/AT-020	-165.44	13.85	144.660 MHz	376.34 km  EA5JYX
EA5/MU-021	-154.25	24.23	144.780 MHz	476.06 km  EA5PY
EA6/MA-077	141.01	-37.56	145.225,144.225 MHz	296.06 km  EA6EE EA6APL EA6LU
EA7/GR-002	-144.74	32.51	145.250,144.250 MHz	663.78 km  EA7KUG EA7KNC EA7GV
EA7/JA-010	-138.86	38.12	145.350,144.350 MHz	632.7 km  EA7OM EA7JV
EA7/MA-013	-138.21	38.3	145.475 MHz	733.16 km  EC7ZT

## FROM EA3/TA-012 - Mont Caro (1440 msnm) [4 pts] grid: JN00et
SUMMIT REF	FORWARD	BACK	FREQUENCY	DISTANCE & ACTIVATOR(S)
EA1/AT-186	-60.05	115.48	144.575 MHz	623.38 km  EA1FNT
EA1/BU-002	-60.57	117.05	145.475 MHz	339.24 km  EB2FDT
EA1/BU-004	-63.1	114.65	145.425 MHz	315.51 km  EB1ESK
EA1/BU-007	-62.09	115.48	145.325 MHz	341.69 km  EA1FWZ
EA1/BU-096	-47.32	130.72	144.620 MHz	328.08 km  EA2CON
EA1/CT-036	-56.75	119.88	144.560 MHz	490.68 km  EA2FHK
EA1/LR-004	-59.52	118.27	Cumbre en duda MHz	318.67 km  EA4IS
EA1/OU-001	-72.64	102.63	145.225,144.225 MHz	616.79 km  EA1FTW
EA1/PO-022	-73.14	100.85	145.350 MHz	775.1 km  EA1FMJ
EA1/SG-001	-87.77	89.41	145.300 MHz	362.7 km  EA4DON EA4DOS
EA1/SG-003	-85.45	91.81	144.540 MHz	353.67 km  EA4IPO
EA1/SG-005	-88.94	88.2	145.275,144.275 MHz	369.31 km  EA9ADD
EA1/SG-010	-88.73	88.33	145.325,144 MHz	378.92 km  EA4HCF EA4HOH EA1FMQ
EA1/SG-017	-90.43	86.63	144.660 MHz	380.56 km  EA4HFO EA4GVU
EA1/SO-003	-58.58	119.97	145.500 MHz	214.61 km  EA2ETB
EA1/SO-026	-80.71	97.43	144.640 MHz	240.69 km  EA7RX
EA1/ZA-002	-72.63	102.83	145.250,144.250 MHz	592.26 km  EA1AER EA1FLU EA1FWI
EA2/BI-009	-41.1	136.93	144.700 MHz	362.74 km  EA2DCA
EA2/HU-093	2.24	-177.7	144.760 MHz	181.37 km  EA4BQG
EA2/NV-003	-24.33	154.77	145.400 MHz	267.2 km  EA2EUS
EA2/NV-032	-37.98	140.48	144.680 MHz	306.06 km  EA2BD
EA2/NV-035	-28.69	150.13	144.720 MHz	298.97 km  EA2FDI
EA2/NV-148	-41.78	136.71	144.575 MHz	278.61 km  EA2CCG
EA2/VI-016	-42.97	135.07	144.580 MHz	350.66 km  EA2DXY
EA2/ZG-001	-58.42	120.14	145.450 MHz	213.03 km  EA2FED EA2FEG
EA3/BC-006	38.29	-140.76	145.350,144.350 MHz	191.45 km  EA3GRW
EA3/GI-014	42.88	-135.88	144.780 MHz	226.22 km  EA3O
EA3/LL-041	32.26	-146.96	144.775 MHz	182.23 km  EA3JHJ
EA3/LL-050	14.29	-165.43	144.700 MHz	141.83 km  EA3HIG
EA3/LL-051	19.97	-159.63	145.250 MHz	144.2 km  EA3IXK
EA3/TA-012	180.0	0.0	144.680 MHz	0.0 km  EA3HQR EA3IQK
EA4/GU-002	-81.84	95.65	145.550,144.550 MHz	323.64 km  EA4HGT
EA4/GU-014	-80.49	97.06	145.400 MHz	317.85 km  EA4HIH
EA4/GU-050	-80.9	96.87	144.740 MHz	289.22 km  EA4AWF
EA4/GU-062	-84.18	94.09	144.720 MHz	223.24 km  EA4WT
EA4/MD-002	-88.67	88.54	145.525,144.525 MHz	360.86 km  EA4NB
EA4/MD-025	-86.92	90.58	145.225 MHz	322.6 km  EA4IIJ EA4GGU
EA4/MD-052	-90.3	86.85	144.520 MHz	368.42 km  EA4HNZ
EA4/MD-054	-87.13	90.24	144.560 MHz	339.42 km  EA4GUO
EA5/AT-010	-162.95	16.49	144.640 MHz	263.06 km  EA5ITW
EA5/AT-017	-171.69	8.06	144.620 MHz	240.02 km  EA5JTS
EA5/AT-020	-169.42	10.27	144.660 MHz	233.33 km  EA5JYX
EA5/MU-021	-152.32	26.56	144.780 MHz	332.77 km  EA5PY
EA6/MA-077	111.5	-66.71	145.225,144.225 MHz	254.78 km  EA6EE EA6APL EA6LU
EA7/GR-002	-141.11	36.56	145.250,144.250 MHz	525.72 km  EA7KUG EA7KNC EA7GV
EA7/JA-010	-133.4	43.99	145.350,144.350 MHz	500.48 km  EA7OM EA7JV
EA7/MA-013	-133.6	43.33	145.475 MHz	601.22 km  EC7ZT

## FROM EA4/GU-002 - Cerrón (2196 msnm) [10 pts] grid: IN81gd
SUMMIT REF	FORWARD	BACK	FREQUENCY	DISTANCE & ACTIVATOR(S)
EA1/AT-186	-42.18	135.89	144.575 MHz	344.45 km  EA1FNT
EA1/BU-002	9.13	-170.72	145.475 MHz	123.22 km  EB2FDT
EA1/BU-004	19.42	-160.3	145.425 MHz	104.34 km  EB1ESK
EA1/BU-007	6.65	-173.24	145.325 MHz	115.42 km  EA1FWZ
EA1/BU-096	21.64	-157.78	144.620 MHz	193.37 km  EA2CON
EA1/CT-036	-24.51	154.67	144.560 MHz	240.5 km  EA2FHK
EA1/LR-004	19.05	-160.63	Cumbre en duda MHz	124.35 km  EA4IS
EA1/OU-001	-65.29	112.5	145.225,144.225 MHz	301.77 km  EA1FTW
EA1/PO-022	-69.53	106.99	145.350 MHz	457.8 km  EA1FMJ
EA1/SG-001	-129.61	50.08	145.300 MHz	52.74 km  EA4DON EA4DOS
EA1/SG-003	-121.51	58.24	144.540 MHz	36.8 km  EA4IPO
EA1/SG-005	-131.15	48.49	145.275,144.275 MHz	62.59 km  EA9ADD
EA1/SG-010	-125.19	54.37	145.325,144 MHz	69.46 km  EA4HCF EA4HOH EA1FMQ
EA1/SG-017	-131.5	48.05	144.660 MHz	77.46 km  EA4HFO EA4GVU
EA1/SO-003	61.83	-117.1	145.500 MHz	152.23 km  EA2ETB
EA1/SO-026	92.39	-86.96	144.640 MHz	83.13 km  EA7RX
EA1/ZA-002	-64.4	113.58	145.250,144.250 MHz	277.66 km  EA1AER EA1FLU EA1FWI
EA2/BI-009	17.27	-162.14	144.700 MHz	241.61 km  EA2DCA
EA2/HU-093	65.03	-112.37	144.760 MHz	354.28 km  EA4BQG
EA2/NV-003	44.26	-134.08	145.400 MHz	288.43 km  EA2EUS
EA2/NV-032	31.53	-147.46	144.680 MHz	235.66 km  EA2BD
EA2/NV-035	36.73	-141.89	144.720 MHz	279.34 km  EA2FDI
EA2/NV-148	37.26	-141.7	144.575 MHz	210.52 km  EA2CCG
EA2/VI-016	18.58	-160.82	144.580 MHz	225.73 km  EA2DXY
EA2/ZG-001	62.2	-116.72	145.450 MHz	153.58 km  EA2FED EA2FEG
EA3/BC-006	74.11	-102.4	145.350,144.350 MHz	451.2 km  EA3GRW
EA3/GI-014	73.3	-102.92	144.780 MHz	489.18 km  EA3O
EA3/LL-041	72.96	-103.72	144.775 MHz	431.37 km  EA3JHJ
EA3/LL-050	73.04	-104.14	144.700 MHz	366.95 km  EA3HIG
EA3/LL-051	73.86	-103.21	145.250 MHz	380.3 km  EA3IXK
EA3/TA-012	95.65	-81.84	144.680 MHz	323.64 km  EA3HQR EA3IQK
EA4/GU-002	180.0	0.0	145.550,144.550 MHz	0.0 km  EA4HGT
EA4/GU-014	43.74	-136.21	145.400 MHz	9.53 km  EA4HIH
EA4/GU-050	87.78	-91.95	144.740 MHz	34.79 km  EA4AWF
EA4/GU-062	100.83	-78.39	144.720 MHz	101.0 km  EA4WT
EA4/MD-002	-135.39	44.31	145.525,144.525 MHz	55.14 km  EA4NB
EA4/MD-025	-178.95	1.04	145.225 MHz	28.61 km  EA4IIJ EA4GGU
EA4/MD-052	-137.37	42.27	144.520 MHz	67.81 km  EA4HNZ
EA4/MD-054	-149.69	30.17	144.560 MHz	34.39 km  EA4GUO
EA5/AT-010	138.25	-39.87	144.640 MHz	384.14 km  EA5ITW
EA5/AT-017	132.3	-45.51	144.620 MHz	402.34 km  EA5JTS
EA5/AT-020	132.29	-45.57	144.660 MHz	390.83 km  EA5JYX
EA5/MU-021	151.58	-27.11	144.780 MHz	378.69 km  EA5PY
EA6/MA-077	101.53	-74.18	145.225,144.225 MHz	574.56 km  EA6EE EA6APL EA6LU
EA7/GR-002	178.78	-1.15	145.250,144.250 MHz	455.02 km  EA7KUG EA7KNC EA7GV
EA7/JA-010	-176.11	3.7	145.350,144.350 MHz	392.05 km  EA7OM EA7JV
EA7/MA-013	-168.4	10.92	145.475 MHz	474.47 km  EC7ZT

## FROM EA4/GU-014 - Tiñosa (1968 msnm) [8 pts] grid: IN81hf
SUMMIT REF	FORWARD	BACK	FREQUENCY	DISTANCE & ACTIVATOR(S)
EA1/AT-186	-43.72	134.31	144.575 MHz	343.9 km  EA1FNT
EA1/BU-002	6.49	-173.4	145.475 MHz	115.5 km  EB2FDT
EA1/BU-004	17.12	-162.65	145.425 MHz	95.73 km  EB1ESK
EA1/BU-007	3.65	-176.29	145.325 MHz	107.97 km  EA1FWZ
EA1/BU-096	20.58	-158.89	144.620 MHz	184.57 km  EA2CON
EA1/CT-036	-26.6	152.52	144.560 MHz	237.13 km  EA2FHK
EA1/LR-004	17.13	-162.6	Cumbre en duda MHz	115.76 km  EA4IS
EA1/OU-001	-66.93	110.81	145.225,144.225 MHz	305.02 km  EA1FTW
EA1/PO-022	-70.56	105.9	145.350 MHz	461.65 km  EA1FMJ
EA1/SG-001	-130.57	49.06	145.300 MHz	62.22 km  EA4DON EA4DOS
EA1/SG-003	-124.48	55.22	144.540 MHz	46.09 km  EA4IPO
EA1/SG-005	-131.77	47.81	145.275,144.275 MHz	72.09 km  EA9ADD
EA1/SG-010	-126.47	53.04	145.325,144 MHz	78.84 km  EA4HCF EA4HOH EA1FMQ
EA1/SG-017	-131.97	47.52	144.660 MHz	86.96 km  EA4HFO EA4GVU
EA1/SO-003	63.06	-115.92	145.500 MHz	143.19 km  EA2ETB
EA1/SO-026	97.77	-81.63	144.640 MHz	77.16 km  EA7RX
EA1/ZA-002	-66.2	111.73	145.250,144.250 MHz	280.78 km  EA1AER EA1FLU EA1FWI
EA2/BI-009	16.28	-163.18	144.700 MHz	233.12 km  EA2DCA
EA2/HU-093	65.66	-111.79	144.760 MHz	345.41 km  EA4BQG
EA2/NV-003	44.33	-134.07	145.400 MHz	278.89 km  EA2EUS
EA2/NV-032	31.07	-147.97	144.680 MHz	226.35 km  EA2BD
EA2/NV-035	36.54	-142.13	144.720 MHz	269.88 km  EA2FDI
EA2/NV-148	37.0	-142.01	144.575 MHz	201.05 km  EA2CCG
EA2/VI-016	17.57	-161.89	144.580 MHz	217.13 km  EA2DXY
EA2/ZG-001	63.45	-115.52	145.450 MHz	144.57 km  EA2FED EA2FEG
EA3/BC-006	74.78	-101.77	145.350,144.350 MHz	443.0 km  EA3GRW
EA3/GI-014	73.91	-102.36	144.780 MHz	480.91 km  EA3O
EA3/LL-041	73.64	-103.09	144.775 MHz	423.08 km  EA3JHJ
EA3/LL-050	73.84	-103.39	144.700 MHz	358.67 km  EA3HIG
EA3/LL-051	74.64	-102.48	145.250 MHz	372.09 km  EA3IXK
EA3/TA-012	97.06	-80.49	144.680 MHz	317.85 km  EA3HQR EA3IQK
EA4/GU-002	-136.21	43.74	145.550,144.550 MHz	9.53 km  EA4HGT
EA4/GU-014	180.0	0.0	145.400 MHz	0.0 km  EA4HIH
EA4/GU-050	101.18	-78.6	144.740 MHz	28.71 km  EA4AWF
EA4/GU-062	105.66	-73.62	144.720 MHz	96.16 km  EA4WT
EA4/MD-002	-135.47	44.18	145.525,144.525 MHz	64.68 km  EA4NB
EA4/MD-025	-168.62	11.33	145.225 MHz	36.2 km  EA4IIJ EA4GGU
EA4/MD-052	-137.19	42.41	144.520 MHz	77.35 km  EA4HNZ
EA4/MD-054	-146.74	33.08	144.560 MHz	43.72 km  EA4GUO
EA5/AT-010	139.71	-38.46	144.640 MHz	385.0 km  EA5ITW
EA5/AT-017	133.7	-44.15	144.620 MHz	402.21 km  EA5JTS
EA5/AT-020	133.74	-44.18	144.660 MHz	390.7 km  EA5JYX
EA5/MU-021	152.99	-25.75	144.780 MHz	381.72 km  EA5PY
EA6/MA-077	102.39	-73.37	145.225,144.225 MHz	569.53 km  EA6EE EA6APL EA6LU
EA7/GR-002	179.67	-0.31	145.250,144.250 MHz	461.82 km  EA7KUG EA7KNC EA7GV
EA7/JA-010	-175.19	4.57	145.350,144.350 MHz	399.41 km  EA7OM EA7JV
EA7/MA-013	-167.75	11.52	145.475 MHz	482.57 km  EC7ZT

## FROM EA4/GU-050 - Ermita de Alto Rey (1851 msnm) [8 pts] grid: IN81ld
SUMMIT REF	FORWARD	BACK	FREQUENCY	DISTANCE & ACTIVATOR(S)
EA1/AT-186	-46.06	131.73	144.575 MHz	367.76 km  EA1FNT
EA1/BU-002	-6.94	172.95	145.475 MHz	121.27 km  EB2FDT
EA1/BU-004	0.23	-179.76	145.425 MHz	97.05 km  EB1ESK
EA1/BU-007	-10.42	169.41	145.325 MHz	115.3 km  EA1FWZ
EA1/BU-096	11.85	-167.84	144.620 MHz	182.09 km  EA2CON
EA1/CT-036	-31.47	147.43	144.560 MHz	255.72 km  EA2FHK
EA1/LR-004	3.14	-176.81	Cumbre en duda MHz	116.34 km  EA4IS
EA1/OU-001	-67.72	109.79	145.225,144.225 MHz	333.16 km  EA1FTW
EA1/PO-022	-70.82	105.42	145.350 MHz	490.07 km  EA1FMJ
EA1/SG-001	-114.61	64.8	145.300 MHz	83.11 km  EA4DON EA4DOS
EA1/SG-003	-107.02	72.47	144.540 MHz	69.27 km  EA4IPO
EA1/SG-005	-117.17	62.19	145.275,144.275 MHz	92.27 km  EA9ADD
EA1/SG-010	-114.05	65.23	145.325,144 MHz	100.45 km  EA4HCF EA4HOH EA1FMQ
EA1/SG-017	-119.32	59.96	144.660 MHz	106.68 km  EA4HFO EA4GVU
EA1/SO-003	54.93	-124.28	145.500 MHz	121.9 km  EA2ETB
EA1/SO-026	95.97	-83.65	144.640 MHz	48.53 km  EA7RX
EA1/ZA-002	-67.14	110.57	145.250,144.250 MHz	308.85 km  EA1AER EA1FLU EA1FWI
EA2/BI-009	9.43	-170.25	144.700 MHz	232.33 km  EA2DCA
EA2/HU-093	62.91	-114.76	144.760 MHz	322.48 km  EA4BQG
EA2/NV-003	39.34	-139.28	145.400 MHz	264.29 km  EA2EUS
EA2/NV-032	24.19	-155.08	144.680 MHz	218.25 km  EA2BD
EA2/NV-035	31.01	-147.89	144.720 MHz	258.89 km  EA2FDI
EA2/NV-148	29.42	-149.82	144.575 MHz	190.31 km  EA2CCG
EA2/VI-016	10.19	-169.49	144.580 MHz	215.83 km  EA2DXY
EA2/ZG-001	55.47	-123.72	145.450 MHz	123.12 km  EA2FED EA2FEG
EA3/BC-006	73.25	-103.53	145.350,144.350 MHz	417.48 km  EA3GRW
EA3/GI-014	72.48	-104.01	144.780 MHz	455.58 km  EA3O
EA3/LL-041	71.95	-105.0	144.775 MHz	397.84 km  EA3JHJ
EA3/LL-050	71.8	-105.66	144.700 MHz	333.42 km  EA3HIG
EA3/LL-051	72.75	-104.6	145.250 MHz	346.64 km  EA3IXK
EA3/TA-012	96.87	-80.9	144.680 MHz	289.22 km  EA3HQR EA3IQK
EA4/GU-002	-91.95	87.78	145.550,144.550 MHz	34.79 km  EA4HGT
EA4/GU-014	-78.6	101.18	145.400 MHz	28.71 km  EA4HIH
